謎,なぞ,"riddle,puzzle,enigma"
囲む,かこむ,"to surround,to encircle"
引力,いんりょく,gravity
望む,のぞむ,"to desire,to wish for,to see,to command (a view of)"
招待,しょうたい・する,to invite
羨む,うらやむ,to envy
可能,かのう,"possible,practicable,feasible"
体操,たいそう,"gymnastics,physical exercises,calisthenics"
限界,げんかい,"limit,bound"
芽,め,sprout
赤ん坊,あかんぼう,baby
説明,せつめい,explanation
諦める,あきらめる,"to give up,to abandon"
白,しろ,White
行き,ゆき,going
叱る,しかる,to scold
伝記,でんき,"biography,life story"
お宅,おたく,(polite) your house
便箋,びんせん,"writing paper,stationery"
結婚,けっこん,Marriage
恐ろしい,おそろしい,"terrible,dreadful"
間,あいだ,a space
抜ける,ぬける,"to come out,to fall out,to be omitted"
輸送,ゆそう,"transport,transportation"
御中,おんちゅう,"and Company,Messrs."
信仰,しんこう,"(religious) faith,belief,creed"
音,おん,"sound,note"
割合,わりあい,"rate,ratio,percentage"
林,はやし,"woods,forester"
飾り,かざり,decoration
恋しい,こいしい,"(1) dear,beloved,darling,(2) yearned for"
大会,たいかい,"convention,tournament,mass meeting,rally"
王,おう,"king,ruler,sovereign,monarch"
曲る,まがる,"to turn,to bend"
西洋,せいよう,western countries
裂く,さく,"to tear,to split"
赤い,あかい,red
活気,かっき,"energy,liveliness"
来週,らいしゅう,next week
復習,ふくしゅう,revision
御飯,ごはん,"cooked rice, meal"
溜息,ためいき,a sigh
灯台,とうだい,lighthouse
振り仮名,ふりがな,",pronunciation key"
頭,あたま,head
花見,はなみ,cherry-blossom viewing
水泳,すいえい,swimming
邪魔,じゃま,"hindrance,intrusion"
刺身,さしみ,sliced raw fish
手前,てまえ,"before,this side,we,you"
溜める,ためる,"to amass,to accumulate"
特別,とくべつ,special
交換,こうかん,"exchange,interchange,reciprocity"
過失,かしつ,"error,blunder,accident"
損,そん,"loss,disadvantage"
骨折,こっせつ,bone fracture
盛ん,さかん,"popularity,prosperous"
馬鹿,ばか,"fool,idiot,trivial matter,folly"
地域,ちいき,"area,region"
詩人,しじん,poet
混乱,こんらん,"disorder,chaos,confusion,mayhem"
耕す,たがやす,"to till,to plow,to cultivate"
代理,だいり,"representation,agency,proxy,deputy,agent"
撮影,さつえい,photographing
随分,ずいぶん,extremely
夫婦,ふうふ,"married couple,husband and wife"
用心,ようじん,"care,precaution,guarding,caution"
選ぶ,えらぶ,to choose
理科,りか,science
焦げる,こげる,"to burn,to be burned"
不可,ふか,"wrong,bad,improper,unjustifiable,inadvisable"
野,の,field
温度,おんど,temperature
甘い,あまい,sweet
険しい,けわしい,"inaccessible place,sharp eyes"
湯,ゆ,hot water
体育,たいいく,"physical education,gymnastics,athletics"
火事,かじ,fire
小指,こゆび,little finger
訳,やく,"meaning,reason,circumstances,can be deduced,situation"
句読点,くとうてん,punctuation marks
内,うち,inside
歌う,うたう,to sing
当日,とうじつ,"appointed day,very day"
災難,さいなん,"calamity,misfortune"
付ける,つける,"to attach,to join,to add,to append"
好む,このむ,"to like,to prefer"
この,この,this
呼び掛ける,よびかける,"to call out to,to accost,to address (crowd),to appeal"
引退,いんたい,retire
標識,ひょうしき,"sign,mark"
表,ひょう,"table (e.g. Tab 1),chart,list"
列車,れっしゃ,train (ordinary)
外,ほか,"other place,the rest"
写す,うつす,to copy or photograph
十日,とおか,"ten days,the tenth day"
親類,しんるい,"relation,kin"
増やす,ふやす,"to increase,to add to,to augment"
壁,かべ,wall
管理,かんり,"control,management (e.g. of a business)"
発見,はっけん,"discovery,detection,finding"
昼寝,ひるね,"nap (at home),siesta"
兵隊,へいたい,"soldier,sailor"
徐々に,じょじょに,"slowly,little by little,gradually,steadily,quietly"
農家,のうか,"farmer,farm family"
御主人,ごしゅじん,(honorable) your husband
毎度,まいど,"each time,common service-sector greeting"
制度,せいど,"system,institution,organization"
招く,まねく,to invite
強化,きょうか,"strengthen,intensify,reinforce,solidify"
平日,へいじつ,"weekday,ordinary days"
居眠り,いねむり,"dozing,nodding off"
お昼,おひる,"lunch,noon"
客席,きゃくせき,guest seating
効く,きく,to be effective
魅力,みりょく,"charm,fascination,glamour"
食卓,しょくたく,dining table
要旨,ようし,"gist,essentials,summary,fundamentals"
紙,かみ,paper
笛,ふえ,"flute,pipe"
腰掛ける,こしかける,to sit (down)
描く,えがく,"to draw,to paint,to sketch,to depict,to describe"
軍,ぐん,"army,force,troops"
話合い,はなしあい,"discussion,conference"
臨時,りんじ,"temporary,special,extraordinary"
冒険,ぼうけん,"risk,venture,adventure"
食料品,しょくりょうひん,groceries
警官,けいかん,policeman
仲,なか,"relation,relationship"
広がる,ひろがる,"to spread (out),to extend,to stretch,to reach to,to get around"
伯父/叔父,おじいさん,"grandfather, male senior citizen"
活動,かつどう,"action,activity"
謙虚,けんきょ,"modesty,humility"
幼い,おさない,"very young,childish"
時計,とけい,"watch,clock"
黒い,くろい,black
処理,しょり,"processing,dealing with,treatment,disposition,disposal"
繋がり,つながり,"connection,link,relationship"
炒る/煎る,いる,"to parch,to fry"
出張,しゅっちょう,"official tour,business trip"
将来,しょうらい,"future,prospects"
教授,きょうじゅ,"teaching,instruction,professor"
預ける,あずける,"to give into custody,to entrust,to deposit"
縮れる,ちぢれる,"to be wavy,to be curled"
祈る,いのる,to pray
区別,くべつ,"distinction,differentiation,classification"
銃,じゅう,gun
答える,こたえる,to answer
満足,まんぞく,satisfaction
粗,あら,"defect,flaw,blemish,weak point"
登る,のぼる,to climb
初め/始め,はじめ,beginning
完全,かんぜん,"perfection,completeness"
紅葉,こうよう,(1) (Japanese) maple
前後,ぜんご,"around,throughout,front and back,before and behind,before and after"
万年筆,まんねんひつ,fountain pen
飯,めし,"(sl) meals,food"
学力,がくりょく,"scholarship,knowledge,literary ability"
汚染,おせん,"pollution,contamination"
分類,ぶんるい,classification
赤道,せきどう,equator
申し込む,もうしこむ,"to apply for,to make an application"
子,こ,child
品,しな,"thing,article,goods,dignity,article (goods),counter for meal courses"
配達,はいたつ,"delivery,distribution"
以上,いじょう,"more than,this is all"
話題,わだい,"topic,subject"
内科,ないか,"internist clinic,internal medicine"
得る,うる,"to get,to gain,to win"
乗せる,のせる,"to place on (something),to take on board,to give a ride"
仕舞う,しまう,"to finish,to close,to do something completely"
範囲,はんい,"extent,scope,sphere,range"
真似,まね,"mimicry,imitation,behavior,pretense"
最初,さいしょ,"beginning,first"
蘇る,よみがえる,"to be resurrected,to be revived,to be resuscitated,to be rehabilitated"
直ちに,ただちに,"at once,immediately,directly,in person"
楽む,たのしむ,to enjoy oneself
空く,すく,"(1) to open,to become empty,(2) to be less crowded"
港,みなと,harbour
暮れる,くれる,"to get dark,to come to an end"
歩道,ほどう,"footpath,walkway,sidewalk"
解散,かいさん,"breakup,dissolution"
横断,おうだん,crossing
今,いま,now
夜行,やこう,"walking around at night,night train,night travel"
お・金持ち,かねもち/おかねもち,rich man
内容,ないよう,"subject,contents,matter,substance,detail,import"
基づく,もとづく,"to be grounded on,to be based on,to be due to,to originate from"
数える,かぞえる,to count
公園,こうえん,Park
執筆,しっぴつ,writing
海水浴,かいすいよく,"sea bathing,seawater bath"
手拭い,てぬぐい,(hand) towel
取り替える,とりかえる,to exchange
受ける,うける,to take a lesson or test
取る,とる,to take something
食塩,しょくえん,table salt
結ぶ,むすぶ,"to tie,to bind,to link"
滞在,たいざい,"stay,sojourn"
所,ところ,place
拡大,かくだい,"magnification,enlargement"
年中,ねんじゅう,"whole year,always,everyday"
紙幣,しへい,"paper money,notes,bills"
もう一度,もういちど,again
修繕,しゅうぜん,"repair,mending"
附属,ふぞく,"attached,belonging,affiliated"
後輩,こうはい,junior (at work or school)
会,かい,"meeting,assembly,party,association,club"
穏やか,おだやか,"calm,gentle,quiet"
反省,はんせい,"reflection,reconsideration,introspection,meditation,contemplation"
悪魔,あくま,"devil,demon,evil spirit"
昼御飯,ひるごはん,midday meal
神話,しんわ,"myth,legend"
娯楽,ごらく,"pleasure,amusement"
分布,ぶんぷ,distribution
注,ちゅう,"annotation,explanatory note"
今後,こんご,"from now on,hereafter"
劇場,げきじょう,"theatre,playhouse"
厚い,あつい,"kind, deep, thick"
床,ゆか,floor
正面,しょうめん,"the front,honesty"
各々,おのおの,"each,every,either,respectively,severally"
有難い,ありがたい,"grateful,thankful,welcome,appreciated,evoking gratitude"
快晴,かいせい,good weather
欠席,けっせき,"absence,non-attendance"
承知,しょうち,"consent,acceptance,assent,admitting"
計る,はかる,"to measure,to weigh,to survey"
就職,しゅうしょく,"finding employment,inauguration"
戸棚,とだな,"cupboard,locker,closet,wardrobe"
以降,いこう,"on and after,hereafter,thereafter"
主役,しゅやく,"leading part,leading actor (actress)"
沸かす,わかす,"to boil,to heat"
燃やす,もやす,to burn
会計,かいけい,"account,finance,accountant"
立ち上がる,たちあがる,to stand up
基本,きほん,"foundation,basis,standard"
流石,さすが,"clever,adept,good,expectations,as one would expect"
混ざる,まざる,"to be mixed,to be blended with,to associate with,to mingle with,to join"
止まる,とまる,to come to a halt
授業,じゅぎょう,"lesson, class work"
分析,ぶんせき,analysis
皆さん,みなさん,everyone
近く,ちかく,near
儲かる,もうかる,"to be profitable,to yield a profit"
採点,さいてん,"marking,grading,looking over"
激しい,はげしい,"violent,vehement,intense"
先祖,せんぞ,ancestor
大体,だいたい,generally
意思,いし,"intention,purpose"
都,みやこ,capital
清潔,せいけつ,clean
家,いえ,house
起こる,おこる,"to occur,to happen"
さ来週,さらいしゅう,the week after next
彼等,かれら,they (usually male)
針金,はりがね,wire
済ませる,すませる,to be finished
値段,ねだん,"price,cost"
忙しい,いそがしい,"busy, irritated"
公衆,こうしゅう,the public
永遠,えいえん,"eternity,perpetuity,immortality,permanence"
事情,じじょう,"circumstances,consideration,conditions,situation,reasons"
海外,かいがい,"foreign,abroad,overseas"
編物,あみもの,"knitting,web"
飛行機,ひこうき,aeroplane
測定,そくてい,measurement
裏切る,うらぎる,"to betray,to turn traitor to,to double-cross"
黄色い,きいろい,yellow
名詞,めいし,noun
見解,けんかい,"opinion,point of view"
編む,あむ,to knit
恥ずかしい,はずかしい,embarrassed
二階建て,にかいだて,two storied
領事,りょうじ,consul
生物,せいぶつ,raw food
姉妹,しまい,sisters
除く,のぞく,"to remove,to exclude,to except"
支配,しはい,"rule,control,direction"
祝い,いわい,"celebration,festival"
勉強,べんきょう,"study,diligence,discount,reduction"
校長,こうちょう,headmaster
絨毯,じゅうたん,carpet
複雑,ふくざつ,"complexity,complication"
領収,りょうしゅう,"receipt,voucher"
皮,かわ,"skin,hide,leather,fur,pelt,bark,shell"
揃える,そろえる,"to put things in order,to arrange,to make uniform,to get something ready"
議員,ぎいん,"member of the Diet, congress or parliament"
荷物,にもつ,luggage
能,のう,"being skilled in,nicely,properly"
支払う,しはらう,to pay
肘,ひじ,elbow
有料,ゆうりょう,"admission-paid,toll"
両方,りょうほう,both sides
顕微鏡,けんびきょう,microscope
県,けん,prefecture
小,しょう,smallness; small item
発売,はつばい,sale
匂い,におい,"odour,scent,smell,stench"
勘定,かんじょう,"calculation,counting,consideration"
火,ひ,fire
明日,あす,tomorrow
大陸,たいりく,continent
扱う,あつかう,"to handle,to deal with,to treat"
昼間,ひるま,"daytime,during the day"
日付,ひづけ,"date,dating"
刺激,しげき,"stimulus,impetus,incentive"
開始,かいし,"start,commencement,beginning"
推薦,すいせん,recommendation
真っ青,まっさお,"deep blue,ghastly pale"
祖先,そせん,ancestor
悲しい,かなしい,sad
着物,きもの,kimono
釘,くぎ,nail
討つ,うつ,"to attack,to avenge"
鈍い,にぶい,"dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid"
奨学金,しょうがくきん,scholarship
羽,はね,"counter for birds,counter for rabbits"
逃げる,にげる,to escape
定期券,ていきけん,"commuter pass,season ticket"
明い,あかるい,bright
歯車,はぐるま,"gear,cog-wheel"
心臓,しんぞう,heart
集める,あつめる,to collect something
冠,かんむり,"crown,diadem,first,best"
招待,しょうたい,invitation
結果,けっか,"result,consequence"
一生懸命,いっしょうけんめい,with utmost effort
訓,くん,native Japanese reading of a Chinese character
先日,せんじつ,"the other day,a few days ago"
交差,こうさ,cross
必要,ひつよう,necessary
日記,にっき,journal
墓,はか,"grave,tomb"
商社,しょうしゃ,"trading company,firm"
空港,くうこう,airport
生まれる,うまれる,to be born
報告,ほうこく,"report,information"
両親,りょうしん,both parents
傘,かさ,Umbrella
降り出す,ふりだす,to start to rain
但し,ただし,"but,however,provided that"
膨らむ,ふくらむ,"to expand,to swell (out),to get big,to become inflated"
足りる,たりる,to be enough
温室,おんしつ,greenhouse
民間,みんかん,"private,civilian,civil,popular,folk,unofficial"
標準,ひょうじゅん,"standard,level"
留まる,とまる,"(1) to be fixed,(2) to abide,to stay (in the one place)"
有能,ゆうのう,"able,capable,efficient,skill"
頃,ころ,"time,about,toward,approximately (time)"
数,すう,"number,figure"
展開,てんかい,"develop,expansion (opposite of compression)"
書道,しょどう,calligraphy
研究,けんきゅう,research
追う,おう,"to chase,to run after"
見送る,みおくる,"(1) to see off,to farewell,(2) to escort,(3) to let pass"
好き嫌い,すききらい,"likes and dislikes,taste"
要る,いる,to need
資料,しりょう,"materials,data"
過程,かてい,process
出す,だす,to put out
催し,もよおし,"event,festivities,function"
見送り,みおくり,"seeing one off,farewell,escort"
卒業,そつぎょう,graduation
捜す,さがす,"to search,to seek,to look for"
関西,かんさい,"Kansai; region consisting of Osaka, Kobe, Kyoto and surrounding prefectures"
綿,わた,"cotton,padding"
出迎え,でむかえ,"meeting,reception"
製造,せいぞう,"manufacture,production"
舌,した,tongue
電報,でんぽう,telegram
九日,ここのか,"nine days, ninth day"
従姉妹,いとこ,cousin (female)
会社,かいしゃ,Company
太る,ふとる,to become fat
技術,ぎじゅつ,"art,technology,skill"
科学,かがく,science
大統領,だいとうりょう,"president,chief executive"
下る,くだる,"to get down,to descend"
手入れ,ていれ,"repairs,maintenance"
お祝い,おいわい,congratulation
互い,たがい,"mutual,reciprocal"
行儀,ぎょうぎ,manners
豪華,ごうか,"wonderful,gorgeous,splendor,pomp,extravagance"
間,ま,"space,room,time,pause"
人工,じんこう,"artificial,manmade,human work,human skill,artificiality"
群れ,むれ,"group,crowd,flock,herd"
幾分,いくぶん,somewhat
愛情,あいじょう,"love,affection"
補う,おぎなう,to compensate for
職人,しょくにん,"worker,mechanic,artisan,craftsman"
女優,じょゆう,actress
潰す,つぶす,"to smash,to waste"
単純,たんじゅん,simplicity
五十音,ごじゅうおん,the Japanese syllabary
青白い,あおじろい,"pale,pallid"
混じる,まじる,"to be mixed,to be blended with,to associate with"
有る,ある,"to be,to have"
水曜,すいよう,Wednesday
知合い,しりあい,acquaintance
黙る,だまる,to be silent
人造,じんぞう,"man-made,synthetic,artificial"
繋がる,つながる,"to be tied together,to be connected to,to be related to"
文章,ぶんしょう,"sentence,text"
名字,みょうじ,"surname,family name"
殻,から,"shell,husk,hull,chaff"
違反,いはん,"violation (of law),transgression,infringement,breach"
文献,ぶんけん,"literature,books (reference)"
岬,みさき,cape (on coast)
悔やむ,くやむ,to mourn
所為,せい,"cause,reason,fault"
楽しみ,たのしみ,joy
海岸,かいがん,coast
角,すみ,horn
送料,そうりょう,"postage,carriage"
投書,とうしょ,"letter to the editor,letter from a reader,contribution"
追い付く,おいつく,"to overtake,to catch up (with)"
七日,なのか,"seven days,the seventh day"
命じる,めいじる,"to order,to command,to appoint"
直後,ちょくご,immediately following
艶,つや,"gloss,glaze"
詰める,つめる,"to pack,to shorten,to work out (details)"
実習,じっしゅう,"practice,training"
下着,したぎ,underwear
今朝,けさ,this morning
日陰,ひかげ,shadow
観念,かんねん,"(1) idea,notion,conception,(2) sense (e.g. of duty)"
予約,よやく,reservation
月給,げっきゅう,monthly salary
体,からだ,Body
売り切れる,うりきれる,to be sold out
番地,ばんち,"house number,address"
道,みち,street
位置,いち,"place,situation,position,location"
元々,もともと,"originally,by nature,from the start"
恨み,うらみ,resentment
列,れつ,"queue,line,row"
防ぐ,ふせぐ,"to defend (against),to protect,to prevent"
面,めん,"face,mug,surface,facial features,mask,face guard,side or facet,corner,page"
そう,そう,so
跡,あと,"(1) trace,tracks,mark,sign,(2) remains,ruins,(3) scar"
観客,かんきゃく,"audience,spectator(s)"
鉢,はち,"a bowl,a pot"
方向,ほうこう,"direction,course,way"
次々,つぎつぎ,"in succession,one by one"
真剣,しんけん,"seriousness,earnestness"
通知,つうち,"notice,notification"
飴,あめ,candy
事件,じけん,"event,affair,incident"
戦う,たたかう,"to fight,to battle,to combat"
情報,じょうほう,"information,(military) intelligence"
渡す,わたす,to hand over
入学,にゅうがく・する,to enter school or university
通行,つうこう,"passage,passing"
加減,かげん,"addition and subtraction,allowance for"
気を付ける,きをつける,"to be careful,to pay attention,to take care"
郡,ぐん,"country,district"
永久,えいきゅう,"eternity,perpetuity,immortality"
好み,このみ,"liking,taste,choice"
漢和,かんわ,Chinese Character-Japanese (e.g. dictionary)
逃がす,にがす,"to let loose,to set free,to let escape"
同一,どういつ,"identity,sameness,similarity"
鼻,はな,nose
結論,けつろん,conclusion
中旬,ちゅうじゅん,second third of a month
彼,かれ,"he,boyfriend"
奪う,うばう,to snatch away
一言,ひとこと,single word
縦,たて,"length,height"
看護婦,かんごふ,female nurse
交通,こうつう,"traffic,transportation"
取り消す,とりけす,to cancel
下町,したまち,"Shitamachi,lower parts of town"
開放,かいほう,"open,throw open,liberalization"
頭脳,ずのう,"head,brains,intellect"
鋭い,するどい,"pointed,sharp"
劇,げき,"drama,play"
大丈夫,だいじょうぶ,all right
紅葉,もみじ,(1) (Japanese) maple
故障,こしょう,"break-down,failure,accident,out of order"
木綿,もめん,cotton
足す,たす,to add a number
他,た,other (esp. places and things)
忘れる,わすれる,to forget
観光,かんこう,sightseeing
状況,じょうきょう,"state of affairs,situation,circumstances"
卵,たまご,egg
植える,うえる,"to plant,to grow"
中年,ちゅうねん,middle-aged
果して,はたして,"as was expected,really"
木曜日,もくようび,Thursday
物凄い,ものすごい,"earth-shattering,staggering,to a very great extent"
過ごす,すごす,"to pass,to spend,to go through,to tide over"
便利,べんり,"useful, convenient"
九,きゅう,nine
台風,たいふう,typhoon
改札,かいさつ,examination of tickets
夜中,よなか,"midnight,dead of night"
自転車,じてんしゃ,Bicycle
不規則,ふきそく,"irregularity,unsteadiness,disorderly"
意識,いしき,"consciousness,senses"
先頭,せんとう,"head,lead,vanguard,first"
叩く,たたく,"to strike,to clap,to dust,to beat"
伸ばす,のばす,"to lengthen,to stretch,to reach out,to grow (beard)"
張る,はる,"to stick,to paste"
時代,じだい,era
封筒,ふうとう,envelope
探す,さがす,to look for
易しい,やさしい,"easy, simple"
髪の毛,かみのけ,hair (head)
毎朝,まいあさ,every morning
唯,たった,"free of charge,mere,sole,only,usual,common"
選択,せんたく,"selection,choice"
上,かみ,"(1) first volume,(2) superior quality,(3) governmental"
髪,かみ,hair
似合う,にあう,"to suit,to match,to become,to be like"
入社,にゅうしゃ,entry to a company
眺める,ながめる,"to view,to gaze at"
大変,たいへん,"awful,dreadful,terrible,very"
下降,かこう,"downward,descent,fall,drop,subsidence"
正,せい,"(logical) true,regular"
伝統,でんとう,"tradition,convention"
通り過ぎる,とおりすぎる,"to pass,to pass through"
衛星,えいせい,satellite
傾く,かたむく,"to incline toward,to slant,to lurch"
仮名,かな,"(n) alias,pseudonym,pen name"
休息,きゅうそく,"rest,relief,relaxation"
受験,じゅけん,taking an examination
魚,うお,fish
老い,おい,"old age,old person,the old,the aged"
成長,せいちょう,"growth,grow to adulthood"
汽車,きしゃ,steam train
自動車,じどうしゃ,Automobile
折れる,おれる,to break or be folded
実感,じっかん,"feelings (actual, true)"
広い,ひろい,"spacious,wide"
手紙,てがみ,letter
場面,ばめん,"scene,setting (e.g. of novel)"
乾く,かわく,to get dry
減らす,へらす,"to abate,to decrease,to diminish,to shorten"
自動,じどう,"automatic,self-motion"
責任,せきにん,"duty,responsibility"
従兄弟,いとこ,cousin (male)
貸間,かしま,room to let
挟まる,はさまる,"to get between,to be caught in"
付近,ふきん,"neighbourhood,vicinity,environs"
連れ,つれ,"companion,company"
触る,さわる,to touch
各自,かくじ,"individual,each"
貰う,もらう,to receive
起す,おこす,to wake
お代わり,おかわり,"second helping,another cup"
何か,なにか,something
半島,はんとう,peninsula
道路,どうろ,"road,highway"
所々,ところどころ,"here and there,some parts (of something)"
二十日,はつか,"twenty days,twentieth"
鳥,とり,bird
下る,さがる,"to get down,to descend"
額,がく,"forehead,brow"
田ぼ,たんぼ,"paddy field,farm"
繋ぐ,つなぐ,"to tie,to fasten,to connect,to transfer (phone call)"
直前,ちょくぜん,just before
切手,きって,postage stamp
延ばす,のばす,"to lengthen,to stretch,to reach out,to grow (beard)"
凄い,すごい,terrific
八つ,やっつ,eight
年月,ねんげつ,months and years
近代,きんだい,present day
球,きゅう,"globe,sphere,ball"
完了,かんりょう,"completion,conclusion"
医療,いりょう,"medical care,medical treatment"
今夜,こんや,tonight
知らせ,しらせ,notice
崩れる,くずれる,"to collapse,to crumble"
電流,でんりゅう,electric current
王女,おうじょ,princess
具える,そなえる,to be furnished with
収入,しゅうにゅう,"income,receipts,revenue"
突然,とつぜん,"abruptly,suddenly,unexpectedly,all at once"
実物,じつぶつ,"real thing,original"
演劇,えんげき,play (theatrical)
知人,ちじん,"friend,acquaintance"
忘れ物,わすれもの,lost article
磨く,みがく,"to brush teeth, to polish"
便り,たより,"news,tidings,information,correspondence,letter"
命令,めいれい,"order,command,decree,directive,(software) instruction"
場,ば,"place,field (physics)"
月日,つきひ,"time,years,days"
計画,けいかく・する,to plan
中味,なかみ,"contents,interior,substance,filling,(sword) blade"
為替,かわせ,"money order,exchange"
勢い,いきおい,"force,vigor,energy,spirit"
弾,たま,"bullet,shot,shell"
面接,めんせつ,interview
散らかす,ちらかす,"to scatter around,to leave untidy"
湯気,ゆげ,"steam,vapour"
電話,でんわ,telephone
警告,けいこく,"warning,advice"
離れる,はなれる,"to be separated from,to leave,to go away,to be a long way off"
帽子,ぼうし,hat
煙,けむり,"smoke,fumes"
