,なるべく,as much as possible
,からかう,"to ridicule,to tease,to banter with,to make fun of"
,どの,which
,すり,pickpocket
,グラム,Gram
,なんとなく,"somehow or other,for some reason or another"
,ミリ,"milli-,10^-3, millimeter"
,すれちがう,"to pass by one another,to disagree"
,ノック,"(1) knock,(2) fungo (baseball)"
,パンツ,underpants
,すてき,"lovely,dreamy,beautiful,great"
,レクリェーション,recreation
,あいかわらず,"as ever,as usual,the same"
,すると,then
,サイレン,siren
,リボン,ribbon
,アジア,Asia
,バック,back
,グランド,"gland,grand,(electrical) ground"
,スピーチ,speech
,できれば,if possible
,チーズ,cheese
,あの,um...
,より,"twist,ply"
,ジーンズ,jeans
,とにかく,"anyhow,at any rate,anyway,somehow or other,generally speaking,in any case"
,さっさと,quickly
,ちょっと,somewhat
,そうして/そして,And
,タイプ,"type,style"
,きちんと,"precisely,accurately"
,メートル,metre
,カロリー,calorie
,どこか,"somewhere,anywhere"
,いい/よい,good
,こっそり,"stealthily,secretly"
,あれ,that
,トラック,"(1) truck,(2) (running) track"
,ニコニコ,with a friendly grin; smilingly
,カード,"card,curd"
,ほとんど,mostly
,すっかり,completely
,ねだん,price
,メニュー,menu
,ミルク,milk
,びっくり,"be surprised,be amazed,be frightened,astonishment"
,ドラマ,drama
,へそ,"navel,belly-button"
,ワイン,wine
,だらしない,"slovenly,loose,a slut"
,プログラム,program
,にっこり,"smile sweetly,smile,grin"
,ぴかぴか,"glitter,sparkle"
,ちゃわん,rice bowl
,チャンス,"chance,opportunity"
,しゃがむ,to squat
,バランス,balance
,エプロン,apron
,ランニング,"(1) running,(2) tank top"
,ソファー,"sofa,couch"
,チョーク,"chock,chalk"
,おつり,"change from purchase, balance"
,トイレ,toilet
,テープ,tape
,ダンス,dance
,どきどき,"throb,beat (fast)"
,ぼろ,"rag,scrap,tattered clothes,fault (esp. in a pretense)"
,メモ,memorandum
,マスター,"proprietor,manager,barowner,master (e.g. arts, science)"
,ネックレス,necklace
,やはり,"also,as I thought,still,in spite of,absolutely,of course"
,それに,moreover
,ある,"to be,to have (used for inanimate objects)"
,たまらない,"intolerable,unbearable,unendurable"
,はず,it should be so
,だから,"so,therefore"
,やむをえない,"cannot be helped,unavoidable"
,だます,"to trick,to cheat,to deceive"
,スクリーン,screen
,ウーマン,woman
,ピクニック,picnic
,オートメーション,automation
,バケツ,"bucket,pail"
,あれこれ,"one thing or another,this and that,this or that"
,さわやか,"fresh,refreshing,invigorating"
,タクシー,taxi
,いくつ,"how many?,how old?"
,どうせ,"anyhow,in any case,at any rate"
,それぞれ,"each,every,either,respectively,severally"
,ストップ,stop
,このあいだ,"the other day,recently"
,プール,swimming pool
,ブラウス,blouse
,ピストル,pistol
,グループ,group
,しっかり,"firmly,steadily"
,どうぞよろしく,pleased to meet you
,くるむ,"to be engulfed in,to be enveloped by,to wrap up"
,エレベーター,elevator
,ごめんなさい,"I beg your pardon,excuse me"
,ガラス,a glass pane
,ラッシュアワー,rush hour
,ポスター,poster
,ボーイ,boy
,さっき,some time ago
,トップ,top
,じゃま,"hindrance,intrusion"
,ピンク,pink
,せめて,"offense,method of attack"
,ワンピース,one-piece dress
,すっと,"straight,all of a sudden"
,インタビュー,interview
,ぜひとも,by all means (with sense of not taking no for an answer)
,もったいない,"too good,more than one deserves,wasteful,sacrilegious,unworthy of"
,そば,"near, beside"
,ボーナス,bonus
,ダブル,double
,せっせと,diligently; assiduously; industriously; beavering away
,つき,moon
,コーヒー,Coffee
,ランチ,"launch,lunch"
,どちら,which of two
,それとも,"or,or else"
,うるさい,"noisy,loud,fussy"
,なさる,(respectful) to do
,ますます,"increasingly,more and more"
,はい,yes
,あいにく,"unfortunately,Sorry, but...."
,ベルト,Belt for western clothes
,あかんぼう,baby
,テーマ,"(n) theme,project,topic (de: Thema)"
,のど,throat
,テント,tent
,たっぷり,"full,in plenty,ample"
,ドライブ,"drive,trip by car,driving"
,あまり,not very
,よい,"good,nice,pleasant,ok"
,テキスト,"text,text book"
,ヨーロッパ,Europe
,ゴム,"gum,rubber,eraser"
,ばからしい,absurd
,スタイル,style
,テープレコーダー,tape recorder
,ばね,"spring (e.g. coil, leaf)"
,パイプ,"(1) pipe,tube,(2) channels, official or otherwise"
,ガム,chewing gum
,ざっと,"roughly,in round numbers"
,あびる,"to bathe, to shower"
,レポート,"report,paper"
,アフリカ,Africa
,ごちそうさま,feast
,すみません,"sorry,excuse me"
,コーラス,chorus
,ウエートレス,waitress
,くっつける,to attach
,マイナス,minus
,まっすぐ,"straight ahead,direct"
,くれる,to give
,ベッド,bed
,かける,to call by phone
,まあ,(female) you might say
,シャツ,Shirt
,しきりに,"frequently,repeatedly,incessantly,eagerly"
,また,"again,and"
,ください,Please
,テニス,tennis
,たいへん,difficult situation
,たびたび,"often,repeatedly,frequently"
,しかし,However
,やっと,at last
,ごみ,rubbish
,アクセサリー,accessory
,こんにちは,"hello,good day (daytime greeting, id)"
,ラジカセ / ラジオカセット,radio cassette player
,ビル,building or bill
,コピーする,to copy
,ズボン,Trousers
,ドレス,dress
,これ,This
,めまい,"dizziness,giddiness"
,でも,but
,とっくに,"long ago,already,a long time ago"
,コンクリート,concrete
,クラシック,classic(s)
,ラジオ,radio
,おじいさん,"grandfather,male senior-citizen"
,けれど/けれども,however
,マッチ,match
,ベテラン,veteran
,ゲーム,game
,パス,"path,pass (in games)"
,くれぐれも,"repeatedly,sincerely,earnestly"
,ウール,wool
,レストラン,restaurant
,レコード,record
,ジャーナリスト,journalist
,デモ,"(abbr) demo,demonstration"
,ぜひ,without fail
,プロ,professional
,あらすじ,"outline,summary"
,ハイキング,hiking
,マイク,mike
,ハンカチ,handkerchief
,ロビー,lobby
,ピン,pin
,いってらっしゃい,have a good day; take care; see you
,ギター,Guitar
,どっと,suddenly
,ひとりでに,"by itself,automatically,naturally"
,こぼれる,"to overflow,to spill"
,おとなしい,"obedient,docile,quiet"
,かじる,"to chew,to bite (at),to gnaw,to nibble"
,アルバイト,part-time job
,ビール,beer
,オーバー,"(1) overcoat,(2) over"
,はし,chopsticks
,まあまあ,so-so
,アナウンサー,announcer
,できる,to be able to
,いちいち,"one by one,separately"
,たいへん,very
,きれい,"pretty, clean"
,ストーブ,Heater
,ポケット,pocket
,しぼむ,"to wither,to fade (away),to shrivel,to wilt"
,ぶつぶつ,"grumbling,complaining in a small voice"
,もう,already
,だめ,no good
,もっとも,extremely
,あふれる,"to flood,to overflow,to brim over"
,よろしい,"(respectful) OK,all right"
,ほめる,to praise
,ボタン,button
,どこ,where
,いずれ,"where,which,who"
,できるだけ,as much as possible
,サラリーマン,"salary man,company employee"
,そちら,over there
,そんな,that sort of
,プラットホーム,platform
,うなる,"to groan,to moan"
,モデル,model
,スケート,"skate(s),skating"
,まず,first of all
,ずらり,in a row​
,まぶしい,"dazzling,radiant"
,あきれる,"to be amazed,to be shocked"
,なにも,nothing
,サンプル,sample
,パーティー,party
,エンジン,engine
,ついで,"opportunity,occasion"
,およそ,"about,roughly,as a rule,approximately"
,やがて,"before long,soon,at length"
,エネルギー,(n) energy (de: Energie)
,ラケット,"paddle,racket"
,りっぱ,splendid
,ただ,"free of charge,mere,only"
,いよいよ,"more and more,all the more,increasingly,at last,beyond doubt"
,カレー,Curry
,バス,bus
,そっち,over there
,いわゆる,"the so-called,so to speak"
,ぴったり,"exactly,neatly,sharp"
,ちぎる,"to cut up fine,to pick (fruit)"
,おやすみ,"(1) holiday,absence,rest,(2) (exp) Good night"
,はさみ,scissors
,マーケット,market
,シリーズ,series
,ワープロ,word processor
,みんな,everyone
,ねっしん,enthusiasm
,スケジュール,schedule
,だけど,however
,じっと,"fixedly,firmly,patiently,quietly"
,それでも,"but (still),and yet,nevertheless,even so,notwithstanding"
,サラダ,salad
,ハンドバッグ,handbag　
,スポーツ,Sport
,それと,and then; in addition to that; also; even so
,コンクール,contest (fr: concours)
,さて,"well,now,then"
,そういえば,which reminds me ..
,リポート,"report,paper"
,いじめる,to tease
,はめる,"(col) to get in,to insert,to put on,to make love"
,ローマじ,"romanization,Roman letters"
,それでは,in that situation
,コンサート,concert
,センチ,"centimeter,centi-,10^-2"
,あいさつ・する,to greet
,この,This
,スリッパ,Slippers
,レポート/リポート,report
,うがい,"gargle,rinse mouth"
,ファックス,fax
,コート,"coat, tennis court"
,もらう,to receive
,こちら,this person or way
,ちょうだい,"(1) please do for me (preceded by -te),(2) reception,being given,get"
,プラス,plus
,スマート,"smart,stylish,slim"
,のこぎり,saw
,ゆでる,to boil
,テーブル,table
,いけない,"must not do,bad,wrong,not good"
,ファスナー,"fastener,zipper"
,こらえる,"to bear,to stand,to endure,to put up with"
,スイッチ,switch
,おかげ,owing to
,ぎっしり,"tightly,fully"
,ペンキ,(n) paint (nl: pek)
,コレクション,"(1) collection,(2) correction"
,ケース,case
,こしらえる,"to make,to manufacture"
,ストッキング,stockings
,いらっしゃる,"(respectful) to be,to come or to go"
,あてはめる,"to apply,to adapt"
,しかる,a particular
,ギャング,gang
,ペンチ,(abbr) pliers (lit: pinchers)
,すぐに,Instantly
,ソフト,soft
,それほど,to that extent
,さっぱり,"feeling refreshed,feeling relieved,neat,trimmed"
,あちらこちら,here and there
,フライパン,"fry pan,frying pan"
,スキー,skiing
,いろいろ,various
,ダイヤル,dial
,ビニール,vinyl
,あぶる,to scorch
,フィルム,roll of film
,おはよう,(abbr) Good morning
,しょうがない,it is what it is; it can't be helped; it is inevitable; nothing can be done; there's no point (in doing something); there's no reason (to do something)
,ごらんになる,(respectful) to see
,コーチ,coach
,おかず,"side dish,accompaniment for rice dishes"
,けんか・する,to quarrel
,アイスクリーム,ice cream
,ゼロ,Zero
,つまずく,"to stumble,to trip"
,ニュース,news
,はく,"to wear,to put on trousers"
,ナイフ,knife
,おかしい,strange or funny
,もうすぐ,soon
,モノレール,monorail
,だって,"but,because,even,also,too"
,なるほど,now I understand
,ホテル,hotel
,セメント,cement
,オーバーコート,overcoat
,ごめんください,May I come in?
,こないだ,"the other day,lately,recently"
,たとえ,"simile,metaphor,allegory"
,おまちください,Please wait a moment
,ナンバー,number
,おもちゃ,toy
,おばあさん,"grandmother, female senior-citizen"
,めちゃくちゃ,"absurd,unreasonable,excessive,messed up,spoiled,wreaked"
,プラスチック,plastic
,サービス,"(1) service,support system,(2) goods or services without charge"
,うん,(informal) yes
,レインコート,raincoat
,さきおととい,two days before yesterday
,アイロン,(electric) iron
,かわいらしい,"lovely,sweet"
,しつこい,"insistent,obstinate"
,スピーカー,speaker
,ずらす,"to put off,to delay"
,スーツ,suit
,ねじ,(a) screw
,ずっと,"consecutively,throughout,a lot"
,ひゃっかじてん,encyclopedia
,コップ,a glass
,いたずら,"tease,prank,trick,practical joke"
,たちまち,"at once,in a moment,suddenly,all at once"
,ホーム,"(1) platform,(2) home"
,リットル,litre
,ああ,like that
,そして,and
,レベル,level
,ボールペン,ball-point pen
,デパート,department store
,さようなら,good-bye
,やはり/やっぱり,"as I thought,absolutely"
,おおざっぱ,"rough (not precise),broad,sketchy"
,わがまま,"selfishness,egoism,wilfulness,disobedience,whim"
,デート,"date,go on a date"
,なにしろ,"at any rate,anyhow,anyway,in any case"
,スタンド,stand
,そのまま,"without change,as it is (i.e. now)"
,しょうゆ,soy sauce
,つける,to turn on
,まぶた,eyelids
,のろのろ,"slowly,sluggishly"
,ロッカー,locker
,オフィス,office
,ユーモア,humor
,ところで,"by the way,even if,no matter what"
,ウイスキー,whisky
,マフラー,"muffler,scarf"
,はっきり,clearly
,いただきます,expression of gratitude before meals
,マンション,"large apartment,apartment house"
,すくなくとも,at least
,もしかすると,"perhaps,maybe,by some chance"
,ステレオ,stereo
,しびれる,"to become numb,to go to sleep (i.e., a limb)"
,うかがう,to visit
,それ,that
,コード,"code,cord,chord"
,ひげ,beard
,おととし,year before last
,おまたせしました,Sorry to have kept you waiting
,キロ/キログラム,Kilogram
,ゴール,goal
,やや,"a little,partially,somewhat,a short time,a while"
,いただく,(humble) to receive
,おねがいします,please
,アルバム,album
,あっち,over there
,きっかけ,"chance,start,cue,excuse"
,そのため,"hence,for that reason"
,カラー,"collar,color,colour"
,ふわふわ,"light,soft"
,たんす,chest of drawers
,スチュワーデス,stewardess
,あんなに,"to that extent,to that degree"
,マラソン,marathon
,など,et cetera
,よこす,"(1) to send,to forward,(2) to hand over (e.g. money)"
,わざと,on purpose
,ごくろうさま,Thank you very much for your....
,プリント,"print,handout"
,おかげさまで,"Thanks to god,thanks to you"
,はきはき,lucidly
,ノー,no
,つもり,intention
,ぶつける,"to knock,to run into,to nail on,to strike hard,to hit and attack"
,パーセント,percent
,けが・する,to injure
,ワイシャツ,business shirt
,キロ/キロメートル,Kilometer
,ビタミン,vitamin
,もたれる,"to lean against,to lean on,to recline on,to lie heavy (on the stomach)"
,アクセント,accent
,カレンダー,calendar
,しみじみ,"keenly,deeply,heartily"
,いい,good
,あなた,you
,またぐ,to straddle
,わりあいに,comparatively
,ダイヤ,"(1) dyer,(2) diagram,(3) (railway) schedule,(4) diamond"
,センター,a center
,ステーキ,steak
,カーブ,"(1) curve,(2) curve ball (baseball)"
