途絶える,とだえる,"to stop, to cease, to come to an end"
特許,とっきょ,"special permission, patent"
疾っくに,とっくに,"long ago, already, a long time ago"
特権,とっけん,"privilege, special right"
咄嗟,とっさ,"moment, instant"
取っ手,とって,"handle, grip, knob"
突破,とっぱ,"breaking through, breakthrough, penetration"
突如,とつじょ,"suddenly, all of a sudden"
迚も,とても,"very, awfully, exceedingly"
整える,ととのえる,"to put in order, to get ready, to arrange, to adjust"
届け,とどけ,"report, notification, registration"
滞る,とどこおる,"to stagnate, to be delayed"
止まる,とどまる,to be limited to
留める,とどめる,"to stop, to cease, to put an end to"
止める,とどめる,"to stop, to cease, to put an end to"
唱える,となえる,"to recite, to chant, to call upon"
兎に角,とにかく,"anyhow, at any rate, anyway, somehow or other, generally speaking, in any case"
殿様,とのさま,feudal lord
幕,とばり,"curtain, bunting, act (in play)"
帳,とばり,curtain
扉,とびら,"door, opening"
徒歩,とほ,"walking, going on foot"
乏しい,とぼしい,"meagre, scarce, limited, destitute, hard up, scanty, poor"
富,とみ,"wealth, fortune"
富む,とむ,"to be rich, to become rich"
兎も角,ともかく,"anyhow, anyway, somehow or other, generally speaking, in any case"
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together"
灯,ともしび,light
伴う,ともなう,"to accompany, to bring with, to be accompanied by, to be involved in"
共働き,ともばたらき,dual income
捕らえる,とらえる,"to seize, to grasp, to capture, to arrest"
取りあえず,とりあえず,"at once, first of all, for the time being"
取り扱い,とりあつかい,"treatment, service, handling, management"
取り扱う,とりあつかう,"to treat, to handle, to deal in"
鳥居,とりい,torii (Shinto shrine archway)
取り替え,とりかえ,"swap, exchange"
取り組む,とりくむ,"to tackle, to wrestle with, to engage in a bout, to come to grips with"
取り締まり,とりしまり,"control, management, supervision"
取り締まる,とりしまる,"to manage, to control, to supervise"
取り調べる,とりしらべる,"to investigate, to examine"
取り立てる,とりたてる,"to collect, to extort, to appoint, to promote"
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)"
取り除く,とりのぞく,"to remove, to take away, to set apart"
取り引き,とりひき,"transactions, dealings, business"
取り巻く,とりまく,"to surround, to circle, to enclose"
取り混ぜる,とりまぜる,"to mix, to put together"
取り戻す,とりもどす,"to take back, to regain"
取り寄せる,とりよせる,"to order, to send away for"
取り分,とりわけ,"especially, above all"
副,とりわけ,"especially, above all"
蕩ける,とろける,to be enchanted with
胴,どう,"trunk, body, frame"
働,どう,"work, labor"
同,どう,"the same, the said, ibid."
同意,どうい,"agreement, consent, same meaning, same opinion, approval"
動員,どういん,mobilization
同感,どうかん,"agreement, same opinion, same feeling, sympathy, concurrence"
動機,どうき,"motive, incentive"
同級,どうきゅう,"the same grade, same class"
同居,どうきょ,living together
動向,どうこう,"trend, tendency, movement, attitude"
同士,どうし,"fellow, companion, comrade"
同志,どうし,"same mind, comrade, kindred soul"
如何して,どうして,"why?, for what reason, how, in what way, for what purpose, what for"
如何しても,どうしても,"by all means, at any cost, no matter what, after all, in the long run, cravingly, at any rate, surely"
同情,どうじょう,"sympathy, compassion, sympathize, pity, feel for"
道場,どうじょう,"dojo, hall used for martial arts training, mandala"
何卒,どうぞ,"please, kindly, by all means"
どうぞ宜しく,どうぞよろしく,pleased to meet you
同調,どうちょう,"sympathy, agree with, alignment, tuning"
動的,どうてき,"dynamic, kinetic"
同等,どうとう,"equality, equal, same rights, same rank"
堂々,どうどう,"magnificent, grand, impressive"
導入,どうにゅう,"introduction, bringing in, leading in"
同封,どうふう,enclosure (e.g. in a letter)
同盟,どうめい,"alliance, union, league"
動揺,どうよう,"disturbance, unrest, shaking, trembling, pitching, rolling, oscillation, agitation, excitement, commotion"
動力,どうりょく,"power, motive power, dynamic force"
独裁,どくさい,"dictatorship, despotism"
読者,どくしゃ,reader
独自,どくじ,"original, peculiar, characteristic"
独占,どくせん,monopoly
独創,どくそう,originality
何処,どこ,"where, what place"
何処か,どこか,"somewhere, anywhere, in some respects"
土産,どさん,product of the land
土台,どだい,"foundation, base, basis"
何方,どちら,"which, who"
土手,どて,"embankment, bank"
何方,どなた,who?
怒鳴る,どなる,"to shout, to yell"
何の,どの,"which, what"
土俵,どひょう,arena
土木,どぼく,public works
何れ,どれ,"well, now, let me see, which (of three or more)"
何々,どれどれ,which (emphatic)
度忘れ,どわすれ,"lapse of memory, forget for a moment"
鈍感,どんかん,"thickheadedness, stolidity"
内閣,ないかく,"cabinet, (government) ministry"
乃至,ないし,"from...to, between...and, or"
内臓,ないぞう,"internal organs, intestines, viscera"
内部,ないぶ,"interior, inside, internal"
内乱,ないらん,"civil war, insurrection, rebellion, domestic conflict"
内陸,ないりく,inland
苗,なえ,rice seedling
尚,なお,"furthermore, still, yet, more, still more, greater, further, less"
尚更,なおさら,"all the more, still less"
中程,なかほど,"middle, midway"
流し,ながし,sink
長々,ながなが,"long, drawn-out, very long"
殴る,なぐる,"to strike, to hit"
嘆く,なげく,"to sigh, to lament, to grieve"
投げ出す,なげだす,"to throw down, to abandon, to sacrifice, to throw out"
和やか,なごやか,"mild, calm, gentle, quiet, harmonious"
名残,なごり,"remains, traces, memory"
情け,なさけ,"sympathy, compassion"
情け深い,なさけぶかい,"tender-hearted, compassionate"
為さる,なさる,to do
詰る,なじる,"to rebuke, to scold, to tell off"
何故,なぜ,"why, how"
何故なら,なぜなら,because
名高い,なだかい,"famous, celebrated, well-known"
雪崩,なだれ,avalanche
懐く,なつく,to become emotionally attached
名付ける,なづける,to name (someone)
何気ない,なにげない,"casual, unconcerned"
何しろ,なにしろ,"at any rate, anyhow, anyway, in any case"
何卒,なにとぞ,please
何も,なにも,nothing
何より,なにより,"most, best"
七日,なぬか,"seven days, the seventh day (of the month)"
名札,なふだ,"name plate, name tag"
生臭い,なまぐさい,"smelling of fish or blood, fish or meat"
生温い,なまぬるい,"lukewarm, halfhearted"
生身,なまみ,"living flesh, flesh and blood, the quick"
鉛,なまり,lead (the metal)
鈍る,なまる,"to become less capable, to grow dull, to become blunt, to weaken"
並み,なみ,"average, medium, common, ordinary"
滑らか,なめらか,"smoothness, glassiness"
嘗める,なめる,"to lick, to taste, to experience, to make fun of, to make light of, to put down, to treat with contempt"
悩ましい,なやましい,"seductive, melancholy, languid"
悩ます,なやます,"to afflict, to torment, to harass, to molest"
悩み,なやみ,"trouble(s), worry, distress, anguish, agony, problem"
平均,ならし,"equilibrium, balance, average, mean"
慣らす,ならす,to accustom
馴らす,ならす,"to domesticate, to tame"
並びに,ならびに,and
成り立つ,なりたつ,"to conclude, to consist of, to be practical (logical feasible viable), to hold true"
成る丈,なるたけ,"as much as possible, if possible"
成るべく,なるべく,as much as possible
慣れ,なれ,"practice, experience"
馴れ馴れしい,なれなれしい,over-familiar
難,なん,"difficulty, hardships, defect"
南,なん,south
何だか,なんだか,"a little, somewhat, somehow"
何て,なんて,"how...!, what...!"
何と,なんと,"what, how, whatever"
何となく,なんとなく,"somehow or other, for some reason or another"
何とも,なんとも,"nothing (with neg. verb), quite, not a bit"
何なり,なんなり,"any, anything, whatever"
荷,に,"load, baggage, cargo"
似通う,にかよう,to resemble closely
面皰,にきび,"pimple, acne"
賑わう,にぎわう,"to prosper, to flourish, to do thriving business, to be crowded with people"
悪い,にくい,"hateful, abominable, poor-looking"
憎しみ,にくしみ,hatred
肉親,にくしん,"blood relationship, blood relative"
肉体,にくたい,"the body, the flesh"
逃げ出す,にげだす,"to run away, to escape from"
西日,にしび,westering sun
滲む,にじむ,"to run, to blur, to spread, to blot, to ooze"
日夜,にちや,"day and night, always"
日当,にっとう,daily allowance
荷造り,にづくり,"packing, baling, crating"
担う,になう,"to carry on shoulder, to bear (burden), to shoulder (gun)"
二人,ににん,"two persons, two people, pair, couple"
にも拘らず,にもかかわらず,"in spite of, nevertheless"
入手,にゅうしゅ,"obtaining, coming to hand"
入賞,にゅうしょう,winning a prize or place (in a contest)
入浴,にゅうよく,"bathe, bathing"
尿,にょう,urine
俄か,にわか,"sudden, abrupt, unexpected, improvised, offhand"
認識,にんしき,"recognition, cognizance"
妊娠,にんしん,"conception, pregnancy"
人情,にんじょう,"humanity, empathy, kindness, sympathy, human nature, common sense, customs and manners"
任務,にんむ,"duty, function, office, mission, task"
任命,にんめい,"appointment, nomination, ordination, commission, designation"
抜かす,ぬかす,"to omit, to leave out"
抜け出す,ぬけだす,"to slip out, to sneak away, to excel"
盗み,ぬすみ,stealing
沼,ぬま,"swamp, bog, pond, lake"
音,ね,"sound, note"
値打ち,ねうち,"value, worth, price, dignity"
寝かせる,ねかせる,"to put to bed, to lay down, to ferment"
捻子,ねじ,"screw, helix, spiral"
ねじ回し,ねじまわし,screwdriver
捻じれる,ねじれる,"to twist, to wrench, to screw"
鼠,ねず,"1. mouse, rat, 2. dark gray, slate color"
妬む,ねたむ,"to be jealous, to be envious"
強請る,ねだる,"to tease, to coax, to solicit, to demand"
熱湯,ねっとう,boiling water
熱意,ねつい,"zeal, enthusiasm"
熱量,ねつりょう,temperature
粘り,ねばり,"stickyness, viscosity"
粘る,ねばる,"to be sticky, to be adhesive, to persevere, to persist, to stick to"
値引き,ねびき,"price reduction, discount"
根回し,ねまわし,making necessary arrangements
眠たい,ねむたい,sleepy
練る,ねる,"to knead, to work over, to polish up"
念,ねん,"sense, idea, thought, feeling, desire, concern, attention, care"
年鑑,ねんかん,yearbook
年号,ねんごう,"name of an era, year number"
燃焼,ねんしょう,"burning, combustion"
年生,ねんせい,"pupil in .... year, student in .... year"
年長,ねんちょう,seniority
燃料,ねんりょう,fuel
年輪,ねんりん,annual tree ring
脳,のう,"brain, memory"
農耕,のうこう,"farming, agriculture"
農場,のうじょう,farm (agriculture)
農地,のうち,agricultural land
納入,のうにゅう,"payment, supply"
逃す,のがす,"to let loose, to set free, to let escape"
逃れる,のがれる,to escape
軒並み,のきなみ,row of houses
鋸,のこぎり,saw
望ましい,のぞましい,"desirable, hoped for"
臨む,のぞむ,"to look out on, to face, to deal with, to attend (function)"
乗っ取る,のっとる,"to capture, to occupy, to usurp"
長閑,のどか,"tranquil, calm, quiet"
罵る,ののしる,"to speak ill of, to abuse"
延べ,のべ,"futures, credit (buying), stretching, total"
飲み込む,のみこむ,"to gulp down, to swallow deeply, to understand, to take in, to catch on to, to learn, to digest"
乗り換え,のりかえ,transfer (trains buses etc.)
乗り込む,のりこむ,"to board, to embark on, to get into (a car), to ship (passengers), to man (a ship), to help (someone) int"
刃,は,edge (of a sword)
派,は,"clique, faction, school"
把握,はあく,"grasp, catch, understanding"
肺,はい,lung
廃棄,はいき,"annullment, disposal, abandon, scrap, discarding, repeal"
配給,はいきゅう,distribution (eg. films rice)
配偶者,はいぐうしゃ,"spouse, wife, husband"
拝啓,はいけい,Dear (so and so)
背景,はいけい,"background, scenery, setting, circumstance"
背後,はいご,"back, rear"
灰皿,はいさら,ashtray
廃止,はいし,"abolition, repeal"
拝借,はいしゃく,borrowing
排除,はいじょ,"exclusion, removal, rejection"
排水,はいすい,drainage
敗戦,はいせん,"defeat, losing a war"
配置,はいち,"arrangement (of resources), disposition"
配布,はいふ,distribution
配分,はいぶん,"distribution, allotment"
配慮,はいりょ,"consideration, concern, forethought"
配列,はいれつ,"arrangement, array (programming)"
映える,はえる,"to shine, to look attractive, to look pretty"
破壊,はかい,destruction
墓地,はかち,"cemetery, graveyard"
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance"
果ない,はかない,"fleeting, transient, short-lived, momentary, vain, fickle, miserable, empty, ephemeral"
諮る,はかる,"to consult with, to confer"
図る,はかる,"to plot, to attempt, to plan, to take in, to deceive, to devise, to design, to refer A to B"
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, t"
破棄,はき,"revocation, annulment, breaking (e.g. treaty)"
泊,はく,counter for nights of a stay
迫害,はくがい,persecution
薄弱,はくじゃく,"feebleness, weakness, weak"
白状,はくじょう,confession
剥ぐ,はぐ,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of"
派遣,はけん,"dispatch, send"
励ます,はげます,"to encourage, to cheer, to raise (the voice)"
励む,はげむ,"to be zealous, to brace oneself, to endeavour, to strive, to make an effort"
剥げる,はげる,"to come off, to be worn off, to fade, to discolor"
鋏,はさみ,scissors
柱,はしら,"pillar, post"
橋渡し,はしわたし,"bridge building, mediation"
恥,はじ,"shame, embarrassment"
弾く,はじく,"to flip, to snap"
始め,はじめ,"beginning, start, origin"
始めまして,はじめまして,"How do you do?, I am glad to meet you"
恥じらう,はじらう,"to feel shy, to be bashful, to blush"
恥じる,はじる,to feel ashamed
蓮,はす,lotus
筈,はず,it should be so
弾む,はずむ,"to spring, to bound, to bounce, to be stimulated, to be encouraged, to get lively, to treat oneself to, to"
破損,はそん,damage
機,はた,loom
果たして,はたして,"as was expected, really"
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve"
裸足,はだし,barefoot
蜂蜜,はちみつ,honey
発掘,はっくつ,"excavation, exhumation"
発生,はっせい,"outbreak, spring forth, occurrence, incidence, origin"
発足,はっそく,"starting, inauguration"
初,はつ,"first, new"
発,はつ,"departure, beginning, counter for gunshots"
発育,はついく,"(physical) growth, development"
発芽,はつが,burgeoning
発言,はつげん,"utterance, speech, proposal"
発病,はつびょう,attack (disease)
初耳,はつみみ,something heard for the first time
果て,はて,"the end, the extremity, the limit(s), the result"
果てる,はてる,"to end, to be finished, to be exhausted, to die, to perish"
話し合い,はなしあい,"discussion, conference"
甚だ,はなはだ,"very, greatly, exceedingly"
華々しい,はなばなしい,"brilliant, magnificent, spectacular"
花びら,はなびら,(flower) petal
華やか,はなやか,"gay, showy, brilliant, gorgeous, florid"
阻む,はばむ,"to keep someone from doing, to stop, to prevent, to check, to hinder, to obstruct, to oppose, to thwart"
浜,はま,"beach, seashore"
浜辺,はまべ,"beach, foreshore"
填まる,はまる,"to get into, to go into, to fit, to be fit for, to suit, to fall into, to plunge into, to be deceived, to be"
歯磨,はみがき,"dentifrice, toothpaste"
填める,はめる,"to get in, to insert, to put on, to make love"
生やす,はやす,"to grow, to cultivate, to wear beard"
早める,はやめる,"to hasten, to quicken, to expedite, to precipitate, to accelerate"
流行,はやり,"fashionable, fad, in vogue, prevailing"
腹立ち,はらだち,anger
原っぱ,はらっぱ,"open field, empty lot, plain"
張り紙,はりがみ,"paper patch, paper backing, poster"
遥か,はるか,"far, far-away, distant, remote, far off"
破裂,はれつ,"explosion, rupture, break off"
腫れる,はれる,"to swell (from inflammation), to become swollen"
班,はん,"group, party, section (mil)"
判,はん,"seal, stamp, monogram signature, judgment"
版,はん,edition
繁栄,はんえい,"prospering, prosperity, thriving, flourishing"
反感,はんかん,"antipathy, revolt, animosity"
版画,はんが,art print
反響,はんきょう,"echo, reverberation, repercussion, reaction, influence"
判決,はんけつ,"judicial decision, judgement, sentence, decree"
反撃,はんげき,"counterattack, counteroffensive, counterblow"
反射,はんしゃ,"reflection, reverberation"
繁殖,はんしょく,"breed, multiply, increase, propagation"
繁盛,はんじょう,"prosperity, flourishing, thriving"
反する,はんする,"to be inconsistent with, to oppose, to contradict, to transgress, to rebel"
判定,はんてい,"judgement, decision, award, verdict"
反応,はんのう,"reaction, response"
半端,はんぱ,"remnant, fragment, incomplete set, fraction, odd sum, incompleteness"
反発,はんぱつ,"repelling, rebound, recover, oppose"
反乱,はんらん,"insurrection, mutiny, rebellion, revolt, uprising"
氾濫,はんらん,"overflowing, flood"
黴菌,ばいきん,"bacteria, germ(s)"
賠償,ばいしょう,"reparations, indemnity, compensation"
倍率,ばいりつ,"diameter, magnification"
馬鹿馬鹿しい,ばかばかしい,stupid
馬鹿らしい,ばからしい,absurd
漠然,ばくぜん,"obscure, vague, equivocal"
爆弾,ばくだん,bomb
爆破,ばくは,"blast, explosion, blow up"
暴露,ばくろ,"disclosure, exposure, revelation"
化ける,ばける,"to appear in disguise, to take the form of, to change for the worse"
罰,ばち,"(divine) punishment, curse, retribution"
伐,ばつ,"strike, attack, punish"
発条,ばね,spring (e.g. coil leaf)
散蒔く,ばらまく,"to disseminate, to scatter, to give money freely"
判,ばん,size (of paper or books)
万,ばん,"many, all"
万人,ばんじん,"all people, everybody, 10000 people"
万能,ばんのう,"all-purpose, almighty, omnipotent"
番目,ばんめ,cardinal number suffix
非,ひ,"faulty-, non-"
費,ひ,"cost, expense"
延いては,ひいては,"not only...but also, in addition to, consequently"
控室,ひかえしつ,waiting room
控える,ひかえる,"to draw in, to hold back, to make notes, to be temperate in"
悲観,ひかん,"pessimism, disappointment"
匹,ひき,"head, small animal counter, roll of cloth"
引き上げる,ひきあげる,"to withdraw, to leave, to pull out, to retire"
率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)"
引き受ける,ひきうける,"to undertake, to take up, to take over, to be responsible for, to guarantee, to contract (disease)"
引き起こす,ひきおこす,to cause
引き下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw"
引きずる,ひきずる,"to seduce, to drag along, to pull, to prolong, to support"
引き取る,ひきとる,"to take charge of, to take over, to retire to a private place"
引き分け,ひきわけ,"a draw (in competition), tie game"
否決,ひけつ,"rejection, negation, voting down"
非行,ひこう,"delinquency, misconduct"
日頃,ひごろ,"normally, habitually"
久しい,ひさしい,"long, long-continued, old (story)"
久し振り,ひさしぶり,after a long time
悲惨,ひさん,misery
秘書,ひしょ,(private) secretary
比重,ひじゅう,specific gravity
密か,ひそか,"secret, private, surreptitious"
浸す,ひたす,"to soak, to dip, to drench"
一向,ひたすら,earnestly
左利き,ひだりきき,"left-handedness, sake drinker, left-hander"
引っ掻く,ひっかく,to scratch
引っ掛ける,ひっかける,"1. to hang (something) on (something), to throw on (clothes), 2. to hook, to catch, to trap, to ensnar"
必修,ひっしゅう,required (subject)
匹敵,ひってき,"comparing with, match, rival, equal"
未,ひつじ,eighth sign of Chinese zodiac (The Ram 1pm-3pm south-southwest June)
必然,ひつぜん,"inevitable, necessary"
一息,ひといき,"puffy, a breath, a pause, an effort"
単,ひとえ,"one layer, single"
人柄,ひとがら,"personality, character, personal appearance, gentility"
一頃,ひところ,"once, some time ago"
人質,ひとじち,"hostage, prisoner"
一筋,ひとすき,"a line, earnestly, blindly, straightforwardly"
一まず,ひとまず,"for the present, once, in outline"
一人でに,ひとりでに,"by itself, automatically, naturally"
酷い,ひどい,"cruel, awful, severe, very bad, serious, terrible, heavy, violent"
日取り,ひどり,"fixed date, appointed day"
雛,ひな,"young bird, chick, doll"
日向,ひなた,"sunny place, in the sun"
非難,ひなん,"blame, attack, criticism"
避難,ひなん,"taking refuge, finding shelter"
日の丸,ひのまる,the Japanese flag
火花,ひばな,spark
日々,ひび,"every day, daily, day after day"
悲鳴,ひめい,"shriek, scream"
百科事典,ひゃっかじてん,encyclopedia
百科辞典,ひゃっかじてん,encyclopedia
冷やかす,ひやかす,"to banter, to make fun of, to jeer at, to cool, to refrigerate"
日焼け,ひやけ,sunburn
票,ひょう,"label, ballot, ticket, sign"
標語,ひょうご,"motto, slogan, catchword"
平たい,ひらたい,"flat, even, level, simple, plain"
比率,ひりつ,"ratio, proportion, percentage"
肥料,ひりょう,"manure, fertilizer"
比例,ひれい,proportion
疲労,ひろう,"fatigue, weariness"
広まる,ひろまる,"to spread, to be propagated"
貧困,ひんこん,"poverty, lack"
品質,ひんしつ,quality
品種,ひんしゅ,"brand, kind, description"
貧弱,ひんじゃく,"poor, meagre, insubstantial"
頻繁,ひんぱん,frequency
美,び,beauty
微笑,びしょう,smile
美術,びじゅつ,"art, fine arts"
吃驚,びっくり,"be surprised, be amazed, be frightened, astonishment"
描写,びょうしゃ,"depiction, description, portrayal"
微量,びりょう,"minuscule amount, extremely small quantity"
敏感,びんかん,"sensibility, susceptibility, sensitive (to), well attuned to"
貧乏,びんぼう,"poverty, destitute, poor"
歩,ふ,pawn (in chess or shogi)
不意,ふい,"sudden, abrupt, unexpected, unforeseen"
封,ふう,seal
封鎖,ふうさ,"blockade, freezing (funds)"
風習,ふうしゅう,custom
風俗,ふうぞく,"1. manners, customs, 2. sex service, sex industry"
風土,ふうど,"natural features, topography, climate, spiritual features"
不可欠,ふかけつ,"indispensable, essential"
深める,ふかめる,"to deepen, to heighten, to intensify"
不吉,ふきつ,"ominous, sinister, bad luck, ill omen, inauspiciousness"
不況,ふきょう,"recession, depression, slump"
布巾,ふきん,"tea-towel, dish cloth"
福,ふく,good fortune
復旧,ふくきゅう,"restoration, restitution, rehabilitation"
