,オンライン,on-line
,カーペット,carpet
,カクテル,cocktail
,カット,"cut, cutting"
,カテゴリー,category
,カムバック,comeback
,カメラマン,cameraman
,カルテ,(de:) (n) clinical records (de: Karte)
,カンニング,"cunning, cheat"
,ガイド,tour guide
,ガイドブック,guidebook
,ガレージ,garage (at house)
,キャッチ,catch
,キャリア,"career, career government employee"
,クイズ,quiz
,クラブ,"club, crab"
,クレーン,crane
,グラフ,graph
,グレー,"grey, gray"
,ゲスト,guest
,コーナー,corner
,コマーシャル,a commercial
,コミュニケーション,communication
,コメント,comment
,コンタクト,"contact, contact lens"
,コンテスト,contest
,コントラスト,contrast
,コントロール,control
,コンパス,compass
,サイクル,cycle
,サイズ,size
,サボる,"to be truant, to be idle, to sabotage by slowness"
,サンキュー,thank you
,サンタクロース,Santa Claus
,シート,"seat, sheet"
,システム,system
,シック,chic
,シナリオ,scenario
,ショー,show
,ショック,shock
,ジーパン,"jeans (lit: jeans pants), dungarees"
,ジャズ,jazz
,ジャンパー,"jacket, jumper"
,ジャンプ,jump
,ジャンボ,jumbo
,ジャンル,genre
,スタジオ,studio
,スチーム,steam
,ストライキ,strike
,ストレス,stress
,ストロー,straw
,ストロボ,"stroboscope (lit: strobo), strobe lamp, stroboscopic lamp"
,スピード,speed
,スプリング,spring
,スペース,space
,スポーツカー,sports car
,スラックス,slacks
,セール,sale
,セクション,section
,セックス,sexual intercourse
,セレモニー,ceremony
,センス,good sense (for music style tact etc.)
,ゼリー,"1. jelly, 2. Jerry"
,ソース,source
,ソックス,socks
,ソロ,solo
,タイトル,title
,タイピスト,typist
,タイマー,timer
,タイミング,timing
,タイム,time
,タイムリー,"timely, run-batted-in (baseball), RBI"
,タイヤ,"tire, tyre"
,タイル,tile
,タレント,"talent, star, personality"
,タワー,tower
,ダース,dozen
,ダウン,down
,ダブる,"to coincide (fall on the same day), to have two of something, to repeat a school year after failing"
,ダンプ,dump
,チームワーク,teamwork
,チェンジ,change
,チャイム,chime
,チャンネル,a channel
,ティッシュペーパー,tissue paper
,テレックス,"telex, teletypewriter exchange"
,データ,data
,デコレーション,decoration
,デザート,dessert
,デザイン,design
,デッサン,(fr:) (n) rough sketch (fr: dessin)
,デモンストレーション,demonstration
,トーン,tone
,トラブル,trouble (sometimes used as a verb)
,トランジスター,transistor
,ドライ,dry
,ドライクリーニング,dry cleaning
,ドライバー,"driver, screwdriver"
,ドライブイン,drive in
,ドリル,drill
,ナイター,"game under lights (e.g. baseball) (lit: nighter), night game"
,ナプキン,napkin
,ナンセンス,nonsense
,ニュー,new
,ニュアンス,nuance
,ネガ,(photographic) negative
,ノイローゼ,(de:) (n) neurosis (de: Neurose)
,ハンガー,"hangar, (coat) hanger, hunger"
,バー,bar
,バッジ,badge
,バット,"bat, vat"
,パジャマ,"pajamas, pyjamas"
,パチンコ,pachinko (Japanese pinball)
,パトカー,patrol car
,パンク,"1. (abbr) puncture, bursting, 2. punk"
,ヒント,hint
,ビールス,virus
,ビジネス,business
,ファイト,fight
,ファイル,file
,ファン,"fan, fun"
,フィルター,(camera) filter
,フェリー,ferry
,フォーム,"foam, form"
,フロント,front
,ブーツ,boots
,ブーム,boom
,ブザー,buzzer
,ブルー,blue
,ベース,"base, bass"
,ベスト,"best, vest"
,ベストセラー,best-seller
,ペア,"pair, pear"
,ホース,hose
,ホール,"hall, hole"
,ボイコット,boycott
,ボルト,"volt, bolt"
,ポーズ,pause
,ポイント,point
,ポジション,position
,ポット,pot
,ポンプ,pump
,マーク,mark
,マスコミ,mass communication
,マッサージ,massage
,ミスプリント,misprint
,ミセス,Mrs.
,ミュージック,music
,ムード,mood
,メーカー,maker
,メッセージ,message
,メディア,media
,メロディー,melody
,モーテル,motel
,モニター,(computer) monitor
,ヤング,young
,ユニーク,unique
,ユニフォーム,uniform
,ライス,rice
,ラベル,label
,ランプ,"lamp, ramp, headlight, light"
,ルーズ,loose
,ルール,rule
,レース,"race, lace"
,レギュラー,regular
,レクリエーション,recreation
,レッスン,lesson
,レディー,lady
,レバー,"lever, liver"
,レンジ,"range, stove"
,レンタカー,hire car (lit: rent-a-car)
,レントゲン,X-ray (lit: Roentgen)
,ロープ,rope
,ロマンチック,romantic
,ワット,watt
