,こらえる,"to bear,to stand,to endure,to put up with"
,コレクション,"(1) collection,(2) correction"
,コンクール,contest (fr: concours)
,コンクリート,concrete
,コンセント,"(1) consent,(2) concentric"
,こんばんは,good evening
,サークル,"circle,sports club (i.e. at a company)"
,サイレン,siren
,さきおととい,two days before yesterday
,さっさと,quickly
,さようなら,good-bye
,サラリーマン,"salary man,company employee"
,さわやか,"fresh,refreshing,invigorating"
,サンプル,sample
,しあさって,two days after tomorrow
,シーズン,season (sporting)
,シーツ,sheet
,しつこい,"insistent,obstinate"
,しっぽ,tail (animal)
,しびれる,"to become numb,to go to sleep (i.e., a limb)"
,しぼむ,"to wither,to fade (away),to shrivel,to wilt"
,しみじみ,"keenly,deeply,heartily"
,ジャーナリスト,journalist
,しゃがむ,to squat
,しゃっくり,"hiccough,hiccup"
,シャッター,shutter
,しゃぶる,"to suck,to chew"
,じゃんけん,(n) rock-scissors-paper game
,しょうがない,it is what it is; it can't be helped; it is inevitable; nothing can be done; there's no point (in doing something); there's no reason (to do something)
,ショップ,a shop
,シリーズ,series
,ずうずうしい,"impudent,shameless"
,スカーフ,scarf
,スクール,school
,すくなくとも,at least
,スケジュール,schedule
,スタート,start
,スチュワーデス,stewardess
,すっきり,"shapely,clear,neat"
,すっぱい,"sour,acid"
,ステージ,"(1) stage,(2) performance"
,ストッキング,stockings
,ストップ,stop
,スピーカー,speaker
,スマート,"smart,stylish,slim"
,すまない,sorry (phrase)
,スライド,slide
,ずらす,"to put off,to delay"
,ずらり,in a row​
,すれちがう,"to pass by one another,to disagree"
,せっせと,diligently; assiduously; industriously; beavering away
,ぜひとも,by all means (with sense of not taking no for an answer)
,ゼミ,(n) seminar
,せめて,"offense,method of attack"
,セメント,cement
,センチ,"centimeter,centi-,10^-2"
,そういえば,which reminds me ..
,そうして,"and,like that"
,そっと,softly; gently; quietly
,そそっかしい,"careless,thoughtless"
,そのうえ,"in addition,furthermore"
,そのため,"hence,for that reason"
,そのほか,otherwise
,それなのに,and yet; despite this; but even so; but even then; however; nevertheless; for all that; notwithstanding that
,タイア,"tire,tyre"
,ダイヤグラム,diagram
,ダイヤモンド,diamond
,ダイヤル,dial
,たちまち,"at once,in a moment,suddenly,all at once"
,ダブル,double
,だます,"to trick,to cheat,to deceive"
,ダム,dumb
,ためらう,to hesitate
,だらしない,"slovenly,loose,a slut"
,たんす,chest of drawers
,ちぎる,"to cut up fine,to pick (fruit)"
,チップ,"(1) gratuity,tip,(2) chip"
,チョーク,"chock,chalk"
,ついで,"opportunity,occasion"
,つまずく,"to stumble,to trip"
,テーマ,"(n) theme,project,topic (de: Thema)"
,でたらめ,"(1) irresponsible utterance,nonsense,nonsensical,(2) random"
,テニスコート,tennis court
,テンポ,tempo
,どうせ,"anyhow,in any case,at any rate"
,どうぞよろしく,pleased to meet you
,どきどき,"throb,beat (fast)"
,とっくに,"long ago,already,a long time ago"
,どっと,suddenly
,どなる,"to shout,to yell"
,ともかく,"anyhow,anyway,somehow or other,generally speaking,in any case"
,トレーニング,training
,ナイロン,nylon
,なぐる,"to strike,to hit"
,なにしろ,"at any rate,anyhow,anyway,in any case"
,なんとなく,"somehow or other,for some reason or another"
,なんとも,"nothing (with neg. verb),quite,not a bit"
,ナンバー,number
,ニコニコ,with a friendly grin; smilingly
,ねじ,(a) screw
,ネックレス,necklace
,のこぎり,saw
,のろのろ,"slowly,sluggishly"
,バイバイ,bye-bye; good-bye; see you; so long
,ばからしい,absurd
,はきはき,lucidly
,バケツ,"bucket,pail"
,はじめまして,"How do you do?,I am glad to meet you"
,パターン,pattern
,ばつ,x-mark​
,バック,back
,ばね,"spring (e.g. coil, leaf)"
,はめる,"(col) to get in,to insert,to put on,to make love"
,バランス,balance
,パンツ,underpants
,バンド,band
,ハンドル,"handle,steering wheel"
,ぴかぴか,"glitter,sparkle"
,ピストル,pistol
,ビタミン,vitamin
,ひとまず,"for the present,once,in outline"
,ひとりでに,"by itself,automatically,naturally"
,ビニール,vinyl
,ひゃっかじてん,encyclopedia
,ビルディング,building
,ピンク,pink
,ファスナー,"fastener,zipper"
,ふざける,"to romp,to gambol,to frolic,to joke"
,ぶつかる,"to strike,to collide with"
,ぶつける,"to knock,to run into,to nail on,to strike hard,to hit and attack"
,ぶつぶつ,"grumbling,complaining in a small voice"
,フライパン,"fry pan,frying pan"
,ブラウス,blouse
,ぶらさげる,"to hang,to suspend,to dangle,to swing"
,ブラシ,"brushy,brush"
,プラスチック,plastic
,プラットホーム,platform
,フリー,free
,プリント,"print,handout"
,ブローチ,brooch
,プログラム,program
,ふわふわ,"light,soft"
,へそ,"navel,belly-button"
,ベテラン,veteran
,ヘリコプター,helicopter
,へる,"to decrease (in size or number),to diminish,to abate"
,ぺん,pen
,ペンチ,(abbr) pliers (lit: pinchers)
,ボーナス,bonus
,ポスター,poster
,ほどく,to unfasten
,ぼろ,"rag,scrap,tattered clothes,fault (esp. in a pretense)"
,まあまあ,so-so
,マイナス,minus
,まごまご,confused
,マスク,mask
,またぐ,to straddle
,まぶしい,"dazzling,radiant"
,まぶた,eyelids
,マフラー,"muffler,scarf"
,マラソン,marathon
,マンション,"large apartment,apartment house"
,みじめ,"(arch) sad,pitiful,wretched"
,ミシン,sewing machine
,みっともない,"shameful,indecent"
,ミリ,"milli-,10^-3, millimeter"
,メーター,meter (clock)
,めちゃくちゃ,"absurd,unreasonable,excessive,messed up,spoiled,wreaked"
,めっきり,remarkably
,めでたい,"happy,simple soul,propitious,joyous"
,メニュー,menu
,めまい,"dizziness,giddiness"
,モーター,motor
,もしかしたら,"perhaps,maybe,by some chance"
,もしかすると,"perhaps,maybe,by some chance"
,もたれる,"to lean against,to lean on,to recline on,to lie heavy (on the stomach)"
,モダン,modern
,もったいない,"too good,more than one deserves,wasteful,sacrilegious,unworthy of"
,モデル,model
,モノレール,monorail
,やかましい,"(1) noisy,(2) strict,fussy"
,やたらに,"randomly,recklessly,blindly"
,やっつける,"to attack (an enemy),to beat,to do away with,to finish off"
,やっぱり,"also,as I thought,still,in spite of,absolutely,of course"
,やむをえない,"cannot be helped,unavoidable"
,ゆでる,to boil
,よこす,"(1) to send,to forward,(2) to hand over (e.g. money)"
,ラッシュアワー,rush hour
,ランチ,"launch,lunch"
,ランニング,"(1) running,(2) tank top"
,リズム,rhythm
,リットル,litre
,リボン,ribbon
,レインコート,raincoat
,レクリェーション,recreation
,レジャー,leisure
,レベル,level
,リポート,"report,paper"
,レンズ,lens
,ローマじ,"romanization,Roman letters"
,ロッカー,locker
,ロビー,lobby
,わりあいに,comparatively
,ワンピース,one-piece dress
